adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001133421-25-000053	1133421	NORTHROP GRUMMAN CORP /DE/	3812	US	VA	FALLS CHURCH	22042	2980 FAIRVIEW PARK DRIVE	C/O NORTHROP GRUMMAN CORP	703-280-2900	US	VA	FALLS CHURCH	22042	2980 FAIRVIEW PARK DRIVE	C/O NORTHROP GRUMMAN CORP			800640649	NNG INC	20010129	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251021	2025-10-21 16:04:00.0	0	1	noc-20250930_htm.xml	1	
0001136893-25-000128	1136893	FIDELITY NATIONAL INFORMATION SERVICES, INC.	7389	US	FL	JACKSONVILLE	32202	347 RIVERSIDE AVENUE		407-551-8315	US	FL	JACKSONVILLE	32202	347 RIVERSIDE AVENUE				371490331	CERTEGY INC	20010607	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:17:00.0	0	1	fis-20250930_htm.xml	1	
0001137547-25-000126	1137547	UNITED SECURITY BANCSHARES	6021	US	CA	FRESNO	93721	2126 INYO STREET		5594906261	US	CA	FRESNO	93721	2126 INYO STREET		US	CA	912112732			4-NON	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 17:08:00.0	0	1	ubfo-20250930_htm.xml	1	
0001137774-25-000178	1137774	PRUDENTIAL FINANCIAL INC	6311	US	NJ	NEWARK	07102	751 BROAD ST		9738026000	US	NJ	NEWARK	07102	751 BROAD ST		US	NJ	223703799			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 16:21:00.0	0	1	pru-20250930_htm.xml	1	
0001137789-25-000317	1137789	SEAGATE TECHNOLOGY HOLDINGS PLC	3572	SG		SINGAPORE	739009	121 WOODLANDS AVENUE 5		65 6412 5172	SG		SINGAPORE	739009	121 WOODLANDS AVENUE 5				981597419	SEAGATE TECHNOLOGY PLC	20100706	1-LAF	0	0630	10-Q	20250930	2026	Q1	20251031	2025-10-31 08:10:00.0	0	1	stx-20251003_htm.xml	1	
0001138118-25-000025	1138118	CBRE GROUP, INC.	6500	US	TX	DALLAS	75201	2121 NORTH PEARL STREET	SUITE 300	214-979-6100	US	TX	DALLAS	75201	2121 NORTH PEARL STREET	SUITE 300	US	DE	943391143	CB RICHARD ELLIS GROUP INC	20040217	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251023	2025-10-23 16:46:00.0	0	1	cbre-20250930_htm.xml	1	
0001140361-25-036886	1941131	TORO CORP.	4412			LIMASSOL		223 CHRISTODOULOU CHATZIPAVLOU STREET	HAWAII ROYAL GARDENS	0035725357768			LIMASSOL		223 CHRISTODOULOU CHATZIPAVLOU STREET	HAWAII ROYAL GARDENS	MH		000000000	TANKCO SHIPPING INC.	20220803	4-NON	0	1231	6-K	20250630			20251001	2025-10-01 09:16:00.0	0	1	ef20050407_ex99-1_htm.xml	1	
0001140361-25-036887	2039060	ROBIN ENERGY LTD.	4412	CY		LIMASSOL	3036	223 CHRISTODOULOU CHATZIPAVLOU STREET	HAWAII ROYAL GARDENS	357 25 357 768	CY		LIMASSOL	3036	223 CHRISTODOULOU CHATZIPAVLOU STREET	HAWAII ROYAL GARDENS	MH		000000000			4-NON	0	1231	6-K	20250630			20251001	2025-10-01 09:16:00.0	0	1	ef20052309_ex99-1_htm.xml	1	
0001140361-25-036888	1720161	CASTOR MARITIME INC.	4412	CY		LIMASSOL	3036	CHRISTODOULOU CHATZIPAVLOU 223	HAWAII ROYAL GARDENS, APART. 16	357 25357767	CY		LIMASSOL	3036	CHRISTODOULOU CHATZIPAVLOU 223	HAWAII ROYAL GARDENS, APART. 16	MH		000000000			4-NON	0	1231	6-K	20250630			20251001	2025-10-01 09:18:00.0	0	1	ef20050371_ex99-1_htm.xml	1	
0001140361-25-037499	1296484	TOP SHIPS INC.	4412			MAROUSSI	151 24	1, VASSILISSIS SOFIAS STR. & MEG.	ALEXANDROU STR.	011-30-210-81-28-107			MAROUSSI	151 24	1, VASSILISSIS SOFIAS STR. & MEG.	ALEXANDROU STR.	MH		000000000	TOP TANKERS INC.	20040706	4-NON	0	1231	6-K	20250630			20251007	2025-10-07 16:31:00.0	0	1	ef20050406_6k_htm.xml	1	
0001140361-25-037963	1920406	STRIVE, INC.	6199	US	TX	DALLAS	75201	100 CRESCENT CT	7TH FLOOR	214-459-3117	US	TX	DALLAS	75201	100 CRESCENT CT	7TH FLOOR	US	NV	881293236	ASSET ENTITIES INC.	20220330	4-NON	0	1231	S-4	20250630			20251010	2025-10-10 17:28:00.0	0	1	ny20056505x1_s4_htm.xml	1	
0001140361-25-038934	1896084	IONEER LTD	1400	AU		NORTH SYDNEY	NSW 2060	140 ARTHUR STREET	SUITE 5.03, LEVEL 5	61(2)99225800	AU		NORTH SYDNEY	NSW 2060	140 ARTHUR STREET	SUITE 5.03, LEVEL 5	AU		000000000			4-NON	0	0630	20-F	20250630	2025	FY	20251022	2025-10-22 16:30:00.0	0	1	ef20050367_20f_htm.xml	1	
0001140361-25-039085	2001557	INNVENTURE, INC.	6770	US	FL	ORLANDO	32827	6900 TAVISTOCK LAKES BLVD, SUITE 400		(321) 209-6787	US	FL	ORLANDO	32827	6900 TAVISTOCK LAKES BLVD, SUITE 400		US	DE	934440048	LEARN SPAC HOLDCO, INC.	20231117	4-NON	0	1231	S-1	20250630			20251023	2025-10-23 16:16:00.0	0	1	ny20057508x1_s1_htm.xml	1	
0001140361-25-039087	1163560	GRUPO TMM SAB	4412			MEXICO CITY		HEGEL 512., COLONIA POLANCO V SECCION		011525556298866			MEXICO CITY		HEGEL 512., COLONIA POLANCO V SECCION		MX		000000000	GRUPO TMM SA	20020924	4-NON	0	1231	20-F	20241231	2024	FY	20251023	2025-10-23 16:16:00.0	0	1	ef20034697_20f_htm.xml	1	
0001140361-25-039714	1331284	DHT HOLDINGS, INC.	4412			HAMILTON		CLARENDON HOUSE	2 CHURCH STREET	1 441 299-4912			HAMILTON		CLARENDON HOUSE	2 CHURCH STREET	MH		000000000	DHT MARITIME, INC.	20080627	1-LAF	0	1231	6-K	20250930			20251029	2025-10-29 16:32:00.0	0	1	ef20050386_ex99-1_htm.xml	1	
0001140361-25-039887	2035989	AMRIZE LTD	3241	US	IL	ZUG	6300	GRAFENAUWEG 8		8477362034			ZUG	6300	GRAFENAUWEG 8		CH		000000000	EVERTECT AG	20240830	4-NON	0	1231	S-4	20250930			20251030	2025-10-30 17:20:00.0	0	1	ny20057830x1_s4_htm.xml	2	2091281
0001140361-25-040022	1739016	ELEVRA LITHIUM LTD	1400			BRISBANE		LEVEL 28	10 EAGLE STREET	61733697058			BRISBANE	4001	GPO BOX 1638		AU		000000000	SAYONA MINING LTD	20180427	4-NON	0	0630	20-F	20250630	2025	FY	20251031	2025-10-31 16:29:00.0	0	1	ef20057501_20f_htm.xml	1	
0001140361-25-040238	800457	DONEGAL GROUP INC	6331	US	PA	MARIETTA	17547-0302	1195 RIVER RD PO BOX 302		7174261931	US	PA	MARIETTA	17547	1195 RIVER ROAD	BOX 302	US	DE	232424711			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-03 19:06:00.0	0	1	ef20054977_10q_htm.xml	1	
0001140361-25-040284	310142	SENSIENT TECHNOLOGIES CORP	2860	US	WI	MILWAUKEE	53202-5304	777 EAST WISCONSIN AVENUE		4142716755	US	WI	MILWAUKEE	53202-5304	777 EAST WISCONSIN AVENUE		US	WI	390561070	UNIVERSAL FOODS CORP	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 11:40:00.0	0	1	ef20054973_10q_htm.xml	1	
0001140361-25-040578	1368514	ADMA BIOLOGICS, INC.	2836	US	NJ	RAMSEY	07446	C/O ADMA BIOLOGICS, INC.	465 STATE ROUTE 17	(201) 478-5552	US	NJ	RAMSEY	07446	C/O ADMA BIOLOGICS, INC.	465 STATE ROUTE 17	US	DE	562590442	R&R ACQUISITION VI, INC	20060707	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 17:16:00.0	0	1	ef20054948_10q_htm.xml	1	
0001140361-25-040617	1854480	DEVVSTREAM CORP.	6799	US	CA	SACRAMENTO	95816	2108 N ST., SUITE 4254	SUITE 2800	647-689-6041	US	CA	SACRAMENTO	95816	2108 N ST., SUITE 4254	SUITE 2800	CA	AB	000000000	FOCUS IMPACT ACQUISITION CORP.	20210331	4-NON	0	0731	10-K	20250731	2025	FY	20251106	2025-11-05 21:02:00.0	0	1	ef20057133_10k_htm.xml	1	
0001140361-25-040661	1855129	GH RESEARCH PLC	2834	IE		DUBLIN 2	D02 RY95	JOSHUA DAWSON HOUSE	DAWSON STREET	353 1 437 8334	IE		DUBLIN 2	D02 RY95	JOSHUA DAWSON HOUSE	DAWSON STREET	IE		000000000			2-ACC	0	1231	6-K	20250930			20251106	2025-11-06 07:09:00.0	0	1	ef20057691_6k_htm.xml	1	
0001140361-25-040668	1163668	SOUTH PLAINS FINANCIAL, INC.	6022	US	TX	LUBBOCK	79407-3544	5219 CITY BANK PARKWAY		806-792-7101	US	TX	LUBBOCK	79407-3544	5219 CITY BANK PARKWAY		US	TX	000000000	SOUTH PLAINS FINANCIAL INC	20011214	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 07:57:00.0	0	1	ef20054974_10q_htm.xml	1	
0001140361-25-040686	718332	RAVE RESTAURANT GROUP, INC.	5140	US	TX	THE COLONY	75056	3551 PLANO PARKWAY		469-384-5000	US	TX	THE COLONY	75056	3551 PLANO PARKWAY		US	MO	453189287	PIZZA INN HOLDINGS, INC /MO/	20110923	4-NON	0	0630	10-Q	20250930	2026	Q1	20251106	2025-11-06 09:01:00.0	0	1	ef20057454_10q_htm.xml	1	
0001140361-25-040725	20639	AMBASE CORP	6512	US	FL	CORAL SPRINGS	33065	7857 WEST SAMPLE ROAD, SUITE 134		2012650163	US	FL	CORAL SPRINGS	33065	7857 WEST SAMPLE ROAD, SUITE 134				952962743	AMBASE CORP	19920703	4-NON	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 12:47:00.0	0	1	ef20054950_10q_htm.xml	1	
0001140361-25-040779	739421	CITIZENS FINANCIAL SERVICES INC	6022	US	PA	MANSFIELD	16933	15 S MAIN ST		570-662-0444	US	PA	MANSFIELD	16933	15 S MAIN ST		US	PA	232265045			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 16:09:00.0	0	1	ef20054969_10q_htm.xml	1	
0001140361-25-040783	1571776	CHERRY HILL MORTGAGE INVESTMENT CORP	6798	US	NJ	TINTON FALLS	07753	4000 ROUTE 66	SUITE 310	(856) 626-2663	US	NJ	TINTON FALLS	07753	4000 ROUTE 66	SUITE 310	US	MD	461315605			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 16:20:00.0	0	1	ef20054967_10q_htm.xml	1	
0001140361-25-040814	1022408	EPLUS INC	5045	US	VA	HERNDON	20171-3413	13595 DULLES TECHNOLOGY DRIVE		7039848400	US	VA	HERNDON	20171-3413	13595 DULLES TECHNOLOGY DRIVE		US	DE	541817218	MLC HOLDINGS INC	19960906	1-LAF	0	0331	10-Q	20250930	2026	Q2	20251106	2025-11-06 17:01:00.0	0	1	ef20056859_10q_htm.xml	1	
0001140361-25-040839	1021561	NU SKIN ENTERPRISES, INC.	5122	US	UT	PROVO	84601	75 WEST CENTER ST	ATTN: GREGORY BELLISTON	801-345-1000	US	UT	PROVO	84601	75 WEST CENTER ST	ATTN: GREGORY BELLISTON	US	DE	870565309	NU SKIN ENTERPRISES INC	19980909	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-06 18:29:00.0	0	1	ef20054961_10q_htm.xml	1	
0001140361-25-040841	2034334	ARTIUS II ACQUISITION INC.	6770	US	NY	NEW YORK	10019	3 COLUMBUS CIRCLE	SUITE 2215	212 309 7668	US	NY	NEW YORK	10019	3 COLUMBUS CIRCLE	SUITE 2215	KY		000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-06 19:35:00.0	0	1	ef20054954_10q_htm.xml	1	
0001140361-25-040959	350852	COMMUNITY TRUST BANCORP INC /KY/	6022	US	KY	PIKEVILLE	41502-2947	346 NORTH MAYO TRAIL	P.O. BOX 2947	(606)433-4643	US	KY	PIKEVILLE	41502-2947	346 NORTH MAYO TRAIL	P.O. BOX 2947	US	KY	610979818	COMMUNITY TRUST BANCORP INC/	19971124	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 09:02:00.0	0	1	ef20054970_10q_htm.xml	1	
0001140361-25-040977	1849635	TRUMP MEDIA & TECHNOLOGY GROUP CORP.	7370	US	FL	SARASOTA	34232	401 N. CATTLEMEN RD.	STE. 200	(941) 735-7346	US	FL	SARASOTA	34232	401 N. CATTLEMEN RD.	STE. 200	US	FL	854293042	DIGITAL WORLD ACQUISITION CORP.	20210305	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 09:41:00.0	0	1	ef20054981_10q_htm.xml	1	
0001140361-25-041120	1085913	FARMERS & MERCHANTS BANCORP	6021	US	CA	LODI	95240-2184	FARMERS AND MERCHANTS BANCORP	121 WEST PINE ST	2093672411	US	CA	LODI	95240-2184	FARMERS AND MERCHANTS BANCORP	121 WEST PINE ST	US	DE	943327828			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 14:40:00.0	0	1	ef20054980_10q_htm.xml	1	
0001140361-25-041132	1070524	GREENE COUNTY BANCORP INC	6036	US	NY	CATSKILL	12414	302 MAIN STREET		5189432600	US	NY	CATSKILL	12414	302 MAIN STREET		US	DE	141809721			2-ACC	0	0630	10-Q	20250930	2026	Q1	20251107	2025-11-07 15:26:00.0	0	1	ef20056234_10q_htm.xml	1	
0001140361-25-041145	357301	TRUSTCO BANK CORP N Y	6022	US	NY	ALBANY	12205	6 METRO PARK ROAD		5183773311	US	NY	ALBANY	12205	6 METRO PARK ROAD		US	NY	141630287			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 15:53:00.0	0	1	ef20054982_10q_htm.xml	1	
0001140361-25-041148	790359	NBT BANCORP INC	6021	US	NY	NORWICH	13815	52 S BROAD ST		6073372265	US	NY	NORWICH	13815	52 S. BROAD STREET		US	DE	161268674			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 16:02:00.0	0	1	ef20054959_10q_htm.xml	1	
0001140361-25-041152	885978	U S PHYSICAL THERAPY INC /NV	8000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY SOUTH	SUITE 300	7132977000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY SOUTH	SUITE 300	US	NV	760364866			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 16:05:00.0	0	1	ef20054375_10q_htm.xml	1	
0001140361-25-041162	1746129	BANK7 CORP.	6022	US	OK	OKLAHOMA CITY	73116	1039 NW 63RD STREET		405-810-8600	US	OK	OKLAHOMA CITY	73116	1039 NW 63RD STREET				200763496			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 16:17:00.0	0	1	ef20054958_10q_htm.xml	1	
0001140361-25-041342	315958	CREDITRISKMONITOR COM INC	7320	US	NV	LAS VEGAS	10989	9107 WEST RUSSELL ROAD	SUITE 100	845-230-3000	US	NV	LAS VEGAS	10989	9107 WEST RUSSELL ROAD	SUITE 100	US	NV	362972588	NEW GENERATION FOODS INC	19920703	4-NON	0	1231	10-Q	20250930	2025	Q3	20251110	2025-11-10 13:31:00.0	0	1	ef20054972_10q_htm.xml	1	
0001140361-25-041344	1500375	HOME FEDERAL BANCORP, INC. OF LOUISIANA	6035	US	LA	SHREVEPORT	71101	624 MARKET STREET		(318) 222-1145	US	LA	SHREVEPORT	71101	624 MARKET STREET		US	LA	000000000			4-NON	0	0630	10-Q	20250930	2026	Q1	20251110	2025-11-10 13:37:00.0	0	1	ef20056860_10q_htm.xml	1	
0001140361-25-041363	1286613	LINCOLN EDUCATIONAL SERVICES CORP	8200	US	NJ	PARSIPPANY	07054	14 SYLVAN WAY	SUITE A	973-736-9340	US	NJ	PARSIPPANY	07054	14 SYLVAN WAY	SUITE A	US	NJ	571150621			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251110	2025-11-10 15:00:00.0	0	1	ef20054955_10q_htm.xml	1	
0001140361-25-041376	918251	MOTORCAR PARTS OF AMERICA INC	3714	US	CA	TORRANCE	90503	2929 CALIFORNIA STREET		3109724015	US	CA	TORRANCE	90503	2929 CALIFORNIA STREET		US	NY	112153962	MOTORCAR PARTS AMERICA INC	20100614	2-ACC	0	0331	10-Q	20250930	2026	Q2	20251110	2025-11-10 16:01:00.0	0	1	ef20054957_10q_htm.xml	1	
0001140361-25-041386	909724	TANDY LEATHER FACTORY INC	3100	US	TX	FT WORTH	76140	1900 SE LOOP 820		8178723200	US	TX	FT WORTH	76140	1900 SE LOOP 820		US	DE	752543540	LEATHER FACTORY INC	19930723	4-NON	0	1231	10-Q	20250930	2025	Q3	20251110	2025-11-10 16:11:00.0	0	1	ef20054978_10q_htm.xml	1	
0001140361-25-041547	1228627	OPUS GENETICS, INC.	2834	US	NC	DURHAM	27713	8 DAVIS DRIVE	SUITE 220	248-681-9815	US	NC	DURHAM	27713	8 DAVIS DRIVE	SUITE 220	US	DE	113516358	OCUPHIRE PHARMA, INC.	20201109	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	2025-11-12 07:24:00.0	0	1	ef20054965_10q_htm.xml	1	
0001140361-25-041643	2011514	ANTERIS TECHNOLOGIES GLOBAL CORP.	3842	US	MN	EAGAN	55121	860 BLUE GENTIAN ROAD	SUITE 340	651-493-0606	US	MN	EAGAN	55121	860 BLUE GENTIAN ROAD	SUITE 340	US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	2025-11-12 16:06:00.0	0	1	ef20054952_10q_htm.xml	1	
0001140361-25-041651	1506492	NUWELLIS, INC.	3845	US	MN	EDEN PRAIRIE	55344	12988 VALLEY VIEW ROAD		952-345-4200	US	MN	EDEN PRAIRIE	55344	12988 VALLEY VIEW ROAD		US	DE	680533453	CHF SOLUTIONS, INC.	20170523	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	2025-11-12 16:19:00.0	0	1	ef20054962_10q_htm.xml	1	
0001140361-25-041657	1707919	CENNTRO INC.	3711	US	NJ	FREEHOLD	07728	501 OKERSON ROAD		(732) 820-6757	US	NJ	FREEHOLD	07728	501 OKERSON ROAD		US	NV	000000000	CENNTRO ELECTRIC GROUP LTD	20220104	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	2025-11-12 16:39:00.0	0	1	ef20054963_10q_htm.xml	1	
0001140361-25-041673	1785494	WOODBRIDGE LIQUIDATION TRUST	6500	US	FL	FORT LAUDERDALE	33301	C/O AKERMAN LLP, LAS OLAS CENTER II	350 EAST LAS OLAS BOULEVARD, SUITE 1600	954 4632700	US	FL	FORT LAUDERDALE	33301	C/O AKERMAN LLP, LAS OLAS CENTER II	350 EAST LAS OLAS BOULEVARD, SUITE 1600	US	DE	367730868			4-NON	0	0630	10-Q	20250930	2026	Q1	20251112	2025-11-12 16:44:00.0	0	1	ef20057129_10q_htm.xml	1	
0001140361-25-041736	2017526	PERCEPTIVE CAPITAL SOLUTIONS CORP	6770	US	NY	NEW YORK	10003	51 ASTOR PLACE, 10TH FLOOR		212-284-2300	US	NY	NEW YORK	10003	51 ASTOR PLACE, 10TH FLOOR		KY		000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-12 18:27:00.0	0	1	ef20054968_10q_htm.xml	1	
0001140361-25-041804	1444192	GRACE THERAPEUTICS, INC.	2834	US	NJ	PRINCETON	08540	103 CARNEGIE CENTER	SUITE 300	609-322-1602	US	NJ	PRINCETON	08540	103 CARNEGIE CENTER	SUITE 300	US	DE	000000000	ACASTI PHARMA INC.	20080828	4-NON	0	0331	10-Q	20250930	2026	Q2	20251113	2025-11-13 07:31:00.0	0	1	ef20054994_10q_htm.xml	1	
0001140361-25-041816	1702924	WRAP TECHNOLOGIES, INC.	3480	US	FL	MIAMI	33133	3480 MAIN HWY, SUITE 202		800-583-2652	US	FL	MIAMI	33133	3480 MAIN HWY, SUITE 202		US	DE	980551945			4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 08:51:00.0	0	1	form10q_htm.xml	1	
0001140361-25-041850	1043951	CAMPBELL FUND TRUST	6221	US	MD	BALTIMORE	21209	2850 QUARRY LAKE DRIVE		410-413-2600	US	MD	BALTIMORE	21209	2850 QUARRY LAKE DRIVE		US	DE	946260018			4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 11:31:00.0	0	1	ef20054960_10q_htm.xml	1	
0001140361-25-041929	1858258	FRANKLIN TEMPLETON HOLDINGS TRUST	6221	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		(650) 312-2000	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		US	DE	000000000	FRANKLIN HOLDINGS TRUST	20210421	4-NON	0	0331	10-Q	20250930	2026	Q2	20251113	2025-11-13 14:44:00.0	0	1	ef20054992_10q_htm.xml	1	
0001140361-25-041932	1992870	FRANKLIN TEMPLETON DIGITAL HOLDINGS TRUST	6221	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		(650) 312-2000	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		US	DE	000000000			4-NON	0	0331	10-Q	20250930	2026	Q2	20251113	2025-11-13 14:51:00.0	0	1	ef20054991_10q_htm.xml	1	
0001140361-25-041936	2011535	FRANKLIN ETHEREUM TRUST	6221	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		(650) 312-2000	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		US	DE	000000000			4-NON	0	0331	10-Q	20250930	2026	Q2	20251113	2025-11-13 14:57:00.0	0	1	ef20054990_10q_htm.xml	1	
0001140361-25-041940	2033807	FRANKLIN CRYPTO TRUST	6221	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		(650) 312-2000	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 15:03:00.0	0	1	ef20054989_10q_htm.xml	1	
0001140361-25-041976	1472091	PDS BIOTECHNOLOGY CORP	2834	US	NJ	PRINCETON	08540	303A COLLEGE ROAD EAST		800-208-3343	US	NJ	PRINCETON	08540	303A COLLEGE ROAD EAST		US	DE	264231384	EDGE THERAPEUTICS, INC.	20090911	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 16:08:00.0	0	1	ef20054966_10q_htm.xml	1	
0001140361-25-041994	1017303	TRANSACT TECHNOLOGIES INC	3577	US	CT	HAMDEN	06518	ONE HAMDEN CENTER	2319 WHITNEY AVENUE, SUITE 3B	203-859-6800	US	CT	HAMDEN	06518	ONE HAMDEN CENTER	2319 WHITNEY AVENUE, SUITE 3B	US	DE	061456680			4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 16:44:00.0	0	1	ef20054979_10q_htm.xml	1	
0001140361-25-042116	1133416	GALECTIN THERAPEUTICS INC	2834	US	GA	NORCROSS	30071	4960 PEACHTREE INDUSTRIAL BOULEVARD	SUITE 240	678-620-3186	US	GA	NORCROSS	30071	4960 PEACHTREE INDUSTRIAL BOULEVARD	SUITE 240	US	NV	043562325	PRO PHARMACEUTICALS INC	20010612	4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 07:51:00.0	0	1	ef20054993_10q_htm.xml	1	
0001140361-25-042162	1461219	GRAHAM ALTERNATIVE INVESTMENT FUND I LLC	6221	US	CT	ROWAYTON	06853	C/O GRAHAM CAPITAL MGMT LP	40 HIGHLAND AVENUE	203-899-3400	US	CT	ROWAYTON	06853	C/O GRAHAM CAPITAL MGMT LP	40 HIGHLAND AVENUE	US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 11:17:00.0	0	1	ef20054995_10q_htm.xml	1	
0001140361-25-042167	1461237	GRAHAM ALTERNATIVE INVESTMENT FUND II LLC	6221	US	CT	ROWAYTON	06853	C/O GRAHAM CAPITAL MGMT LP	40 HIGHLAND AVENUE	203-899-3400	US	CT	ROWAYTON	06853	C/O GRAHAM CAPITAL MGMT LP	40 HIGHLAND AVENUE	US	DE	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 11:25:00.0	0	1	ef20054996_10q_htm.xml	1	
0001140361-25-042261	1786835	STAR MOUNTAIN LOWER MIDDLE-MARKET CAPITAL CORP		US	NY	NEW YORK	10017	140 EAST 45TH STREET, 37TH FLOOR		646.787.0203	US	NY	NEW YORK	10017	140 EAST 45TH STREET, 37TH FLOOR		US	DE	842783833	STAR MOUNTAIN CREDIT OPPORTUNITIES FUND, LP	20190829	4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 14:25:00.0	0	1	ef20054975_10q_htm.xml	1	
0001140361-25-042275	8177	ATLANTIC AMERICAN CORP	6311	US	GA	ATLANTA	30319	4370 PEACHTREE RD NE		4042665500	US	GA	ATLANTA	30319	4370 PEACHTREE ROAD		US	GA	581027114			4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 15:16:00.0	0	1	ef20054956_10q_htm.xml	1	
0001140361-25-042280	1550913	MACKENZIE REALTY CAPITAL, INC.	6798	US	CA	ORINDA	94563	89 DAVIS ROAD, STE. 100		925-631-9100	US	CA	ORINDA	94563	89 DAVIS ROAD, STE. 100		US	MD	454355424			4-NON	0	0630	10-Q	20250930	2026	Q1	20251114	2025-11-14 15:25:00.0	0	1	ef20056748_10q_htm.xml	1	
0001140361-25-042294	1082324	VIRNETX HOLDING CORP	6794	US	NV	ZEPHYR COVE	89448	308 DORLA COURT	SUITE 206	(831) 438-8200	US	NV	ZEPHYR COVE	89448	308 DORLA COURT	SUITE 206	US	DE	770390628	PASW INC	20001109	4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 16:06:00.0	0	1	ef20054988_10q_htm.xml	1	
0001140361-25-042308	1339005	FEMASYS INC	3841	US	GA	SUWANEE	30024	3950 JOHNS CREEK COURT	SUITE 100	770-500-3910	US	GA	SUWANEE	30024	3950 JOHNS CREEK COURT	SUITE 100	US	DE	113713499			4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 16:14:00.0	0	1	ef20054983_10q_htm.xml	1	
0001140361-25-042313	1829280	FORIAN INC.	7374	US	PA	NEWTOWN	18940	41 UNIVERSITY DRIVE	SUITE 400	267-757-8707	US	PA	NEWTOWN	18940	41 UNIVERSITY DRIVE	SUITE 400	US	DE	853467693			4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 16:17:00.0	0	1	ef20054987_10q_htm.xml	1	
0001140361-25-042353	1162896	PRAIRIE OPERATING CO.	1311	US	TX	HOUSTON	77007	55 WAUGH DRIVE	SUITE 400	(713) 424-4247	US	TX	HOUSTON	77007	55 WAUGH DRIVE	SUITE 400	US	DE	980357690	CREEK ROAD MINERS, INC.	20210715	4-NON	0	1231	10-Q	20250930	2025	Q3	20251114	2025-11-14 16:43:00.0	0	1	ef20056871_10q_htm.xml	1	
